Rank	Rank Rep1	Rank Rep2	Rank Rep3	id	Lead gene name	Protein IDs	Majority protein IDs	Protein names	Gene names	Fasta headers	Q-value	Ratio H/L count M1_F1	Ratio H/L count M1_F2	Ratio H/L count M1_F3	Ratio H/L count M2_F1	Ratio H/L count M2_F2	Ratio H/L count M2_F3	Ratio H/L count M3_F1	Ratio H/L count M3_F2	Ratio H/L count M3_F3	Min Ratio count	LognRatio H/L M1_F1	LognRatio H/L M1_F2	LognRatio H/L M1_F3	LognRatio H/L M2_F1	LognRatio H/L M2_F2	LognRatio H/L M2_F3	LognRatio H/L M3_F1	LognRatio H/L M3_F2	LognRatio H/L M3_F3	Delta 1_1	Delta 1_2	Delta 1_3	Delta 2_1	Delta 2_2	Delta 2_3	Delta 3_1	Delta 3_2	Delta 3_3	Abs Dist 1	Abs Dist 2	Abs Dist 3	Abs Dist total	Median abs dist replicates	Max dist	Rob sum abs dist (minus max dist)	Chosen Distance	Total Ratio count	Percentile	Sum lower two reps			LognRatio H/L M1_F1	LognRatio H/L M1_F2	LognRatio H/L M1_F3	LognRatio H/L M2_F1	LognRatio H/L M2_F2	LognRatio H/L M2_F3	LognRatio H/L M3_F1	LognRatio H/L M3_F2	LognRatio H/L M3_F3				Add abundance filter	id	Gene names	Delta F3	Passes filter?	Correlation 1 vs 2	Correlation 1 vs 3	Correlation 2 vs 3	Min correl	Correlation with query	distance correl	Rank propduct three neighbourhoods	Rank three neigbourhoods	Rand
2844	2902	2687	2656	6724	SEPT11	Q9NVA2;Q9NVA2-2;Q9P0V9-3;Q9P0V9;Q9P0V9-2	Q9NVA2;Q9NVA2-2	Septin-11	SEPT11	sp|Q9NVA2|SEP11_HUMAN Septin-11 OS=Homo sapiens OX=9606 GN=SEPTIN11 PE=1 SV=3;sp|Q9NVA2-2|SEP11_HUMAN Isoform 2 of Septin-11 OS=Homo sapiens OX=9606 GN=SEPTIN11	0	7	10	11	13	9	8	10	11	6	6	-0.207545719	-0.257783362	0.43144203	0.000196162	-0.120031954	0.511105154	0.10072773	-0.128177904	0.477782932	0.564262775	0.761181471	1.817674817	0.471027011	0.521683182	1.857737962	0.495149149	0.588858482	1.977417374	3.143119063	2.850448155	3.061425005	9.054992223	3.061425005	1.977417374	7.077574849	9.054992223	85	0.65	5.91187316																6724	SEPT11	-0.015	1	0.993401632	0.949877707	0.979463834	0.949877707	-0.919364717	1.919364717	20710622145	2948	0.775123265
2989	3015	2396	3082	3209	SEPT2	Q15019;Q15019-2;Q15019-3	Q15019;Q15019-2;Q15019-3	Septin-2	SEPT2	sp|Q15019|SEPT2_HUMAN Septin-2 OS=Homo sapiens OX=9606 GN=SEPTIN2 PE=1 SV=1;sp|Q15019-2|SEPT2_HUMAN Isoform 2 of Septin-2 OS=Homo sapiens OX=9606 GN=SEPTIN2;sp|Q15019-3|SEPT2_HUMAN Isoform 3 of Septin-2 OS=Homo sapiens OX=9606 GN=SEPTIN2	0	18	22	17	23	19	20	19	14	21	14	-0.192025257	-0.181624752	0.684511407	-0.034790405	-0.116384299	0.27398225	-0.328006788	-0.218851087	0.477928079	0.548742313	0.68502286	2.070744193	0.506013578	0.518035527	1.620615058	0.923883667	0.679531666	1.977562521	3.304509367	2.644664163	3.580977853	9.530151383	3.304509367	2.070744193	7.45940719	9.530151383	173	0.86	5.94917353																3209	SEPT2	-0.072	1	0.978074627	0.993415406	0.947775074	0.947775074	-0.93881853	1.93881853	22264183081	2996	0.610059393
2544	2635	2339	2331	7072	SEPT3	Q9UH03-2;Q9UH03	Q9UH03-2;Q9UH03	Neuronal-specific septin-3	SEPT3	sp|Q9UH03-2|SEPT3_HUMAN Isoform 2 of Neuronal-specific septin-3 OS=Homo sapiens OX=9606 GN=SEPTIN3;sp|Q9UH03|SEPT3_HUMAN Neuronal-specific septin-3 OS=Homo sapiens OX=9606 GN=SEPTIN3 PE=1 SV=3	0.00017382	3	5	4	5	4	2	3	4	2	2	0.04376975	-0.223533285	0.475288232	0.110264976	0.238309387	0.742694306	0.403626657	0.231498172	0.94970959	0.312947305	0.726931393	1.861521019	0.360958197	0.163341841	2.089327114	0.192250222	0.229182406	2.449344032	2.901399717	2.613627152	2.87077666	8.385803528	2.87077666	2.449344032	5.936459497	8.385803528	32	0.22	5.484403811																7072	SEPT3	-0.082	1	0.835683801	0.987674178	0.911347915	0.835683801	-0.815516049	1.815516049	14366570715	2666	0.477572052
3005	2781	2901	3037	3076	SEPT6	Q14141-2;Q14141-4;Q14141	Q14141-2;Q14141-4;Q14141	Septin-6	SEPT6	sp|Q14141-2|SEPT6_HUMAN Isoform I of Septin-6 OS=Homo sapiens OX=9606 GN=SEPTIN6;sp|Q14141-4|SEPT6_HUMAN Isoform V of Septin-6 OS=Homo sapiens OX=9606 GN=SEPTIN6;sp|Q14141|SEPT6_HUMAN Septin-6 OS=Homo sapiens OX=9606 GN=SEPTIN6 PE=1 SV=4	0	23	19	22	23	28	17	25	31	15	15	-0.164428492	-0.061130262	0.553075896	-0.156449312	-0.160148145	0.535293383	-0.178601142	-0.171545372	0.585097256	0.521145547	0.564528371	1.939308682	0.627672485	0.561799372	1.881926191	0.774478021	0.632225951	2.084731698	3.0249826	3.071398048	3.49143567	9.587816318	3.071398048	2.084731698	7.503084619	9.587816318	203	0.90	6.096380648																3076	SEPT6	-0.048	1	0.990469634	0.992133453	0.999919908	0.990469634	-0.992099873	1.992099873	24501547198	3069	0.812470369
2966	2699	2940	2970	3375	SEPT7	Q16181;O43236-5;Q6ZU15	Q16181	Septin-7	SEPT7	sp|Q16181|SEPT7_HUMAN Septin-7 OS=Homo sapiens OX=9606 GN=SEPTIN7 PE=1 SV=2	0	22	25	16	27	25	23	23	25	29	16	-0.151313549	-0.026246054	0.530264111	-0.373224589	-0.209246575	0.315530544	-0.241714461	-0.228938213	0.348645062	0.508030604	0.529644163	1.916496897	0.844447762	0.610897803	1.662163352	0.837591339	0.689618791	1.848279504	2.954171664	3.117508917	3.375489635	9.447170216	3.117508917	1.916496897	7.530673319	9.447170216	215	0.91	6.071680581																3375	SEPT7	-0.012	1	0.998393449	0.988124296	0.977830413	0.977830413	-0.940069326	1.940069326	23567128200	3042	0.034722981
2910	2655	2948	2835	5094	SEPT8	Q92599-2;Q92599-4;Q92599;Q92599-3	Q92599-2;Q92599-4;Q92599;Q92599-3	Septin-8	SEPT8	sp|Q92599-2|SEPT8_HUMAN Isoform 2 of Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8;sp|Q92599-4|SEPT8_HUMAN Isoform 4 of Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8;sp|Q92599|SEPT8_HUMAN Septin-8 OS=Homo sapiens OX=9606 GN=SEPTIN8 PE=1 SV=4;sp|Q92599-3|SEPT8_	0	4	5	2	2	4	2	8	1	4	1	-0.843510403	-0.594966516	-0.77076337	-0.69532915	-0.425987653	-0.208889053	-0.6310138	-0.450058105	-0.423620369	1.200227458	1.098364625	0.615469416	1.166552323	0.827638881	1.137743755	1.226890678	0.910738683	1.076014073	2.914061499	3.131934958	3.213643434	9.259639892	3.131934958	1.226890678	8.032749214	9.259639892	32	0.22	6.045996457																5094	SEPT8	0.027	1	0.343432808	0.640285483	0.941311867	0.343432808	-0.335514053	1.335514053	22189374900	2992	0.295506753
2909	2760	2644	3003	7086	SEPT9	Q9UHD8-5;Q9UHD8-7;Q9UHD8-2;Q9UHD8;Q9UHD8-3;Q9UHD8-4;Q9UHD8-9;Q9UHD8-8	Q9UHD8-5;Q9UHD8-7;Q9UHD8-2;Q9UHD8;Q9UHD8-3;Q9UHD8-4;Q9UHD8-9;Q9UHD8-8	Septin-9	SEPT9	sp|Q9UHD8-5|SEPT9_HUMAN Isoform 5 of Septin-9 OS=Homo sapiens OX=9606 GN=SEPTIN9;sp|Q9UHD8-7|SEPT9_HUMAN Isoform 7 of Septin-9 OS=Homo sapiens OX=9606 GN=SEPTIN9;sp|Q9UHD8-2|SEPT9_HUMAN Isoform 2 of Septin-9 OS=Homo sapiens OX=9606 GN=SEPTIN9;sp|Q9UHD8|SEP	0	23	29	27	24	24	36	22	33	31	22	-0.240393984	-0.152873994	0.364238778	-0.269741731	-0.065534116	0.269883973	-0.236290549	-0.260087727	0.376551059	0.597111039	0.656272102	1.750471565	0.740964904	0.467185344	1.616516781	0.832167427	0.720768305	1.876185501	3.003854706	2.824667029	3.429121233	9.257642968	3.003854706	1.876185501	7.381457467	9.257642968	249	0.93	5.828521735																7086	SEPT9	-0.007	1	0.96896091	0.986038109	0.914266357	0.914266357	-0.972345536	1.972345536	21914212320	2985	0.214848491
3192	3128	3135	3176	4716	SERBP1	Q8NC51;Q8NC51-2	Q8NC51;Q8NC51-2	Plasminogen activator inhibitor 1 RNA-binding protein	SERBP1	sp|Q8NC51|PAIRB_HUMAN Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens OX=9606 GN=SERBP1 PE=1 SV=2;sp|Q8NC51-2|PAIRB_HUMAN Isoform 2 of Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens OX=9606 GN=SERBP1	0	17	10	16	16	11	15	12	16	14	10	-0.557042992	0.01511379	0.753370125	-0.545286276	0.038744895	0.825862747	-0.692904131	-0.018580599	0.603773398	0.913760047	0.488284319	2.139602912	1.016509449	0.362906333	2.172495555	1.28878101	0.479261178	2.10340784	3.541647278	3.551911337	3.871450028	10.96500864	3.551911337	2.172495555	8.792513087	10.96500864	127	0.79	7.093558615																4716	SERBP1	-0.112	1	0.999924905	0.995377646	0.994125953	0.994125953	-0.882472615	1.882472615	31144745281	3214	0.917896922
2136	1541	2937	1216	4717	SERBP1	Q8NC51-3;Q8NC51-4	Q8NC51-3;Q8NC51-4	Plasminogen activator inhibitor 1 RNA-binding protein	SERBP1	sp|Q8NC51-3|PAIRB_HUMAN Isoform 3 of Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens OX=9606 GN=SERBP1;sp|Q8NC51-4|PAIRB_HUMAN Isoform 4 of Plasminogen activator inhibitor 1 RNA-binding protein OS=Homo sapiens OX=9606 GN=SERBP1	0	2	2	2	6	6	1	6	5	2	1	0.174903063	0.591092968	0.684554996	0.637464173	0.666123167	1.335864431	0.294559245	0.647044576	0.32584435	0.181813992	0.087694859	2.070787783	0.166241	0.264471939	2.682497239	0.301317634	0.186363998	1.825478792	2.340296634	3.113210178	2.313160424	7.766667236	2.340296634	2.682497239	5.084169997	7.766667236	32	0.22	4.653457058																4717	SERBP1	-0.408	1	0.669074172	0.417563946	-0.395921634	-0.395921634	-0.385356847	1.385356847	5503515072	1930	0.080263951
94	87	335	217	6642	SERINC1	Q9NRX5	Q9NRX5	Serine incorporator 1	SERINC1	sp|Q9NRX5|SERC1_HUMAN Serine incorporator 1 OS=Homo sapiens OX=9606 GN=SERINC1 PE=1 SV=1	0	5	5	7	5	4	7	4	6	7	4	0.238771031	0.121945782	-0.791591223	0.137350935	0.164143656	-0.598023265	0.308870817	0.538445385	-0.51108321	0.117946024	0.381452327	0.594641563	0.333872238	0.237507572	0.748609544	0.287006062	0.077764807	0.988551232	1.094039914	1.319989353	1.353322101	3.767351368	1.319989353	0.988551232	2.778800136	3.767351368	50	0.43	2.414029267																6642	SERINC1	0.461	1	0.990941878	0.951323363	0.98409405	0.951323363	0.946734135	0.053265865	6324465.843	127	0.842883641
23	112	4	37	2991	SERINC3	Q13530-2;Q13530	Q13530-2;Q13530	Serine incorporator 3	SERINC3	sp|Q13530-2|SERC3_HUMAN Isoform 2 of Serine incorporator 3 OS=Homo sapiens OX=9606 GN=SERINC3;sp|Q13530|SERC3_HUMAN Serine incorporator 3 OS=Homo sapiens OX=9606 GN=SERINC3 PE=2 SV=2	0	6	5	7	2	2	7	1	1	7	1	0.693072648	0.870654903	-0.89201934	0.314414667	0.377580326	-1.523899103	0.879984276	0.62075515	-1.097436358	0.336355592	0.367256794	0.494213446	0.156808506	0.024070902	0.177266295	0.284107397	0.160074572	0.402198084	1.197825833	0.358145702	0.846380053	2.402351589	0.846380053	0.494213446	1.908138142	2.402351589	38	0.29	1.204525756																2991	SERINC3	0.509	1	0.998055425	0.977502121	0.988748862	0.977502121	0.964348462	0.035651538	16576.58733	16	0.587333458
8	61	3	8	4290	SERINC5	Q86VE9-3;Q86VE9-2;Q86VE9;Q86VE9-4	Q86VE9-3;Q86VE9-2;Q86VE9;Q86VE9-4	Serine incorporator 5	SERINC5	sp|Q86VE9-3|SERC5_HUMAN Isoform 3 of Serine incorporator 5 OS=Homo sapiens OX=9606 GN=SERINC5;sp|Q86VE9-2|SERC5_HUMAN Isoform 2 of Serine incorporator 5 OS=Homo sapiens OX=9606 GN=SERINC5;sp|Q86VE9|SERC5_HUMAN Serine incorporator 5 OS=Homo sapiens OX=9606 	0	8	4	6	5	5	6	4	8	8	4	0.938501529	0.786909288	-1.450547923	0.491551294	0.225323972	-1.256330131	0.937188591	0.335812736	-1.555697906	0.581784473	0.283511179	0.064315137	0.020328121	0.176327256	0.090302677	0.341311712	0.124867843	0.056063464	0.929610789	0.286958053	0.522243019	1.738811862	0.522243019	0.581784473	1.157027388	1.738811862	54	0.46	0.809201072																4290	SERINC5	0.86	1	0.996378484	0.98445424	0.995823609	0.98445424	0.974096694	0.025903306	1464.14833	5	0.148329957
1719	2106	1455	1677	2097	SERPINB8	P50452;P50452-2;P50452-3;P30740-2;P30740;O75830	P50452;P50452-2	Serpin B8	SERPINB8	sp|P50452|SPB8_HUMAN Serpin B8 OS=Homo sapiens OX=9606 GN=SERPINB8 PE=1 SV=2;sp|P50452-2|SPB8_HUMAN Isoform 2 of Serpin B8 OS=Homo sapiens OX=9606 GN=SERPINB8	0	7	8	8	8	13	10	7	11	13	7	-0.073760633	-0.0657432	0.178078989	0.17620105	-0.046037004	0.078132726	0.091041143	-0.065335432	0.040757089	0.430477688	0.569141308	1.564311775	0.295022123	0.447688232	1.424765534	0.504835735	0.52601601	1.540391531	2.563930772	2.167475889	2.571243276	7.302649937	2.563930772	1.564311775	5.738338162	7.302649937	85	0.65	4.731406661																2097	SERPINB8	-0.007	1	0.039685589	0.174300035	0.990834066	0.039685589	-0.432418995	1.432418995	5138713710	1870	0.243081938
2630	1974	2850	2624	4249	SETD3	Q86TU7;Q86TU7-3;Q86TU7-2	Q86TU7;Q86TU7-3;Q86TU7-2	Histone-lysine N-methyltransferase setd3	SETD3	sp|Q86TU7|SETD3_HUMAN Actin-histidine N-methyltransferase OS=Homo sapiens OX=9606 GN=SETD3 PE=1 SV=1;sp|Q86TU7-3|SETD3_HUMAN Isoform 3 of Actin-histidine N-methyltransferase OS=Homo sapiens OX=9606 GN=SETD3;sp|Q86TU7-2|SETD3_HUMAN Isoform 2 of Actin-histid	0	2	3	3	2	3	4	5	6	5	2	-0.174808526	0.165368427	0.252005263	-0.572223916	-0.191166409	0.030963724	-0.275311149	-0.082967034	0.123432122	0.531525582	0.338029682	1.63823805	1.043447089	0.592817637	1.377596532	0.871188027	0.543647612	1.623066564	2.507793313	3.013861257	3.037902203	8.559556774	3.013861257	1.63823805	6.921318724	8.559556774	33	0.23	5.521654571																4249	SETD3	-0.214	1	0.983945598	0.939118659	0.985362249	0.939118659	-0.632141733	1.632141733	14762361600	2693	0.428495973
2798	3040	2295	2569	3326	SF1	Q15637-4;Q15637-6;Q15637-3;Q15637-2;Q15637;Q15637-7	Q15637-4;Q15637-6;Q15637-3;Q15637-2;Q15637;Q15637-7	Splicing factor 1	SF1	sp|Q15637-4|SF01_HUMAN Isoform 4 of Splicing factor 1 OS=Homo sapiens OX=9606 GN=SF1;sp|Q15637-6|SF01_HUMAN Isoform 6 of Splicing factor 1 OS=Homo sapiens OX=9606 GN=SF1;sp|Q15637-3|SF01_HUMAN Isoform 3 of Splicing factor 1 OS=Homo sapiens OX=9606 GN=SF1;s	0	3	2	5	6	3	6	4	5	4	2	-0.580952505	-0.501489039	0.011825864	-0.057385018	0.163879378	0.478269322	-0.171699828	0.110203306	0.384702558	0.937669561	1.004887148	1.398058651	0.528608191	0.23777185	1.82490213	0.767576707	0.350477273	1.884337	3.340615359	2.591282171	3.002390979	8.934288509	3.002390979	1.884337	7.049951509	8.934288509	38	0.29	5.59367315																3326	SF1	-0.274	1	0.955406679	0.918120683	0.994203599	0.918120683	-0.641170356	1.641170356	17923399200	2847	0.310708049
2885	3019	2797	2426	3307	SF3A1	Q15459;Q15459-2	Q15459;Q15459-2	Splicing factor 3A subunit 1	SF3A1	sp|Q15459|SF3A1_HUMAN Splicing factor 3A subunit 1 OS=Homo sapiens OX=9606 GN=SF3A1 PE=1 SV=1;sp|Q15459-2|SF3A1_HUMAN Isoform 2 of Splicing factor 3A subunit 1 OS=Homo sapiens OX=9606 GN=SF3A1	0	22	14	20	25	24	17	20	19	20	14	-0.459595052	-0.503991004	0.100943109	-0.336127818	0.027342877	0.427386331	0.015131554	0.019916912	0.398110171	0.816312108	1.007389112	1.487175896	0.807350991	0.374308351	1.774019139	0.580745324	0.440763666	1.897744613	3.310877116	2.955678481	2.919253604	9.185809201	2.955678481	1.897744613	7.288064588	9.185809201	181	0.87	5.874932085																3307	SF3A1	-0.2	1	0.846279826	0.997054506	0.884646163	0.846279826	-0.747780199	1.747780199	20485490919	2943	0.564406764
3112	3210	2987	2655	3302	SF3A2	Q15428	Q15428	Splicing factor 3A subunit 2	SF3A2	sp|Q15428|SF3A2_HUMAN Splicing factor 3A subunit 2 OS=Homo sapiens OX=9606 GN=SF3A2 PE=1 SV=2	0	7	6	6	6	3	7	3	6	6	3	-0.637067411	-0.500760116	0.459683161	-0.406438728	-0.198452849	0.373401966	-0.130632325	-0.007757582	0.366316089	0.993784466	1.004158225	1.845915947	0.8776619	0.600104077	1.720034774	0.726509204	0.46843816	1.865950531	3.843858638	3.197800751	3.060897895	10.10255728	3.197800751	1.865950531	8.236606753	10.10255728	50	0.43	6.258698645																3302	SF3A2	-0.209	1	0.989332746	0.992150157	0.999783417	0.989332746	-0.863036259	1.863036259	25456856850	3095	0.476340914
2985	3064	2768	2828	2845	SF3A3	Q12874	Q12874	Splicing factor 3A subunit 3	SF3A3	sp|Q12874|SF3A3_HUMAN Splicing factor 3A subunit 3 OS=Homo sapiens OX=9606 GN=SF3A3 PE=1 SV=1	0	11	7	11	16	15	9	12	16	8	7	-0.559566771	-0.295843877	0.277197668	-0.499977698	0.171392402	0.378359358	-0.328337042	0.143174873	0.46656248	0.916283826	0.799241985	1.663430455	0.971200871	0.230258826	1.724992166	0.92421392	0.317505705	1.966196922	3.378956266	2.926451863	3.207916548	9.513324677	3.207916548	1.966196922	7.547127755	9.513324677	105	0.72	6.134368411																2845	SF3A3	-0.188	1	0.874425217	0.950036959	0.982172971	0.874425217	-0.768872618	1.768872618	23984697857	3055	0.798161731
2716	2591	2871	2223	701	SF3B1	O75533;O75533-2	O75533	Splicing factor 3B subunit 1	SF3B1	sp|O75533|SF3B1_HUMAN Splicing factor 3B subunit 1 OS=Homo sapiens OX=9606 GN=SF3B1 PE=1 SV=3	0	12	16	20	21	12	18	16	14	17	12	-0.447468965	-0.206708413	-0.035065323	-0.435946542	0.235168312	0.615159166	-0.172397195	0.271653702	0.356955313	0.80418602	0.710106522	1.351167464	0.907169715	0.166482916	1.961791974	0.768274074	0.189026877	1.856589755	2.865460006	3.035444605	2.813890705	8.714795315	2.865460006	1.961791974	6.753003341	8.714795315	146	0.82	5.679350711																701	SF3B1	-0.15	1	0.998072155	0.962015914	0.977104431	0.962015914	-0.588147028	1.588147028	16536365704	2787	0.821725891
2930	2898	3067	2257	2965	SF3B2	Q13435	Q13435	Splicing factor 3B subunit 2	SF3B2	sp|Q13435|SF3B2_HUMAN Splicing factor 3B subunit 2 OS=Homo sapiens OX=9606 GN=SF3B2 PE=1 SV=2	0	9	11	6	19	12	8	12	11	12	6	-0.510459099	0.030899308	0.413355179	-0.260573416	0.090275196	0.976741787	0.118454721	0.030612	0.4207116	0.867176154	0.472498801	1.799587965	0.731796589	0.311376032	2.323374595	0.477422158	0.430068578	1.920346042	3.13926292	3.366547216	2.827836778	9.333646914	3.13926292	2.323374595	7.010272319	9.333646914	100	0.71	5.967099698																2965	SF3B2	-0.242	1	0.94144884	0.668282938	0.879966876	0.668282938	-0.769408931	1.769408931	20060590663	2924	0.868105568
2741	2835	2812	2061	3293	SF3B3	Q15393;Q15393-3;Q15393-2	Q15393	Splicing factor 3B subunit 3	SF3B3	sp|Q15393|SF3B3_HUMAN Splicing factor 3B subunit 3 OS=Homo sapiens OX=9606 GN=SF3B3 PE=1 SV=4	0	27	33	17	37	36	29	29	36	30	17	-0.479998724	-0.211982422	0.136621187	-0.307845185	0.110711876	0.556056821	-0.117428291	0.288321822	0.363176381	0.836715779	0.715380531	1.522853974	0.779068358	0.290939352	1.902689629	0.71330517	0.172358757	1.862810823	3.074950283	2.972697339	2.74847475	8.796122371	2.972697339	1.902689629	6.893432743	8.796122371	274	0.94	5.721172088																3293	SF3B3	-0.071	1	0.998352396	0.898846555	0.922513283	0.898846555	-0.680938978	1.680938978	16430333220	2782	0.03953308
2242	2476	1826	2093	5996	SF3B5	Q9BWJ5	Q9BWJ5	Splicing factor 3B subunit 5	SF3B5	sp|Q9BWJ5|SF3B5_HUMAN Splicing factor 3B subunit 5 OS=Homo sapiens OX=9606 GN=SF3B5 PE=1 SV=1	0	3	6	2	2	3	3	2	4	4	2	0.009253868	-0.445410366	0.093477151	-0.080730958	0.346013272	0.39726906	1.29373894	0.769230363	0.252654165	0.347463187	0.948808474	1.479709937	0.551954131	0.055637956	1.743901868	0.697862062	0.308549784	1.752288607	2.775981598	2.351493955	2.758700453	7.886176007	2.758700453	1.752288607	6.133887399	7.886176007	29	0.18	5.110194408																5996	SF3B5	-0.202	1	-0.276358731	-0.140914561	-0.91252195	-0.91252195	0.100898739	0.899101261	9462821368	2376	0.081439486
2980	2850	3163	2120	7465	SF3B6	Q9Y3B4	Q9Y3B4	Splicing factor 3B subunit 6	SF3B6	sp|Q9Y3B4|SF3B6_HUMAN Splicing factor 3B subunit 6 OS=Homo sapiens OX=9606 GN=SF3B6 PE=1 SV=1	0	3	2	3	4	2	2	4	7	2	2	-0.245725025	-0.2845081	0.317669426	-0.234592196	-0.674515727	0.503184217	-0.141959243	0.135085798	0.209076347	0.60244208	0.787906209	1.703902212	0.705815369	1.076166955	1.849817025	0.737836122	0.32559478	1.708710789	3.094250501	3.631799348	2.772141691	9.498191541	3.094250501	1.849817025	7.648374516	9.498191541	29	0.18	5.866392192																7465	SF3B6	-0.195	1	0.948908675	0.618875548	0.339394652	0.339394652	-0.775347595	1.775347595	19110846000	2890	0.165293655
1792	2061	1973	1380	1535	SFPQ	P23246;P23246-2	P23246;P23246-2	"Splicing factor, proline- and glutamine-rich"	SFPQ	"sp|P23246|SFPQ_HUMAN Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ PE=1 SV=2;sp|P23246-2|SFPQ_HUMAN Isoform Short of Splicing factor, proline- and glutamine-rich OS=Homo sapiens OX=9606 GN=SFPQ"	0	23	24	22	25	24	21	21	21	26	21	-0.397568913	0.028232255	-0.06927587	-0.150049929	0.31171369	0.375119915	-0.092894844	0.484567184	0.201185561	0.754285968	0.475165854	1.316956917	0.621273102	0.089937538	1.721752723	0.688771723	0.023886605	1.700820003	2.546408739	2.432963362	2.413478331	7.392850432	2.432963362	1.721752723	5.671097709	7.392850432	207	0.90	4.846441693																1535	SFPQ	-0.062	1	0.945669764	0.957504228	0.811709416	0.811709416	-0.234581817	1.234581817	5611567141	1941	0.88362946
3314	3309	3291	3308	6409	SFXN1	Q9H9B4	Q9H9B4	Sideroflexin-1	SFXN1	sp|Q9H9B4|SFXN1_HUMAN Sideroflexin-1 OS=Homo sapiens OX=9606 GN=SFXN1 PE=1 SV=4	0	5	2	6	5	5	4	10	6	3	2	-0.737460072	0.110814659	1.691924408	-1.103898601	0.323947542	1.561222282	-1.206255677	-0.327516385	1.202415855	1.094177128	0.39258345	3.078157194	1.575121774	0.077703686	2.90785509	1.802132556	0.788196963	2.702050297	4.564917772	4.56068055	5.292379816	14.41797814	4.564917772	3.078157194	11.33982094	14.41797814	46	0.38	9.125598322																6409	SFXN1	-0.091	1	0.977254768	0.999845272	0.98083399	0.977254768	-0.891133966	1.891133966	36023852052	3318	0.221863752
1332	825	1671	1559	465	SGTA	O43765	O43765	Small glutamine-rich tetratricopeptide repeat-containing protein alpha	SGTA	sp|O43765|SGTA_HUMAN Small glutamine-rich tetratricopeptide repeat-containing protein alpha OS=Homo sapiens OX=9606 GN=SGTA PE=1 SV=1	0	5	11	8	11	8	12	9	7	12	5	0.011108443	0.051918131	-0.154040042	-0.104554649	0.130998301	0.08024056	0.054047691	0.15040067	0.15971442	0.345608613	0.451479978	1.232192744	0.575777822	0.270652927	1.426873368	0.541829188	0.310279908	1.659348862	2.029281335	2.273304117	2.511457958	6.81404341	2.273304117	1.659348862	5.154694548	6.81404341	83	0.64	4.302585451																465	SGTA	-0.013	1	-0.128848572	-0.403251981	0.959419496	-0.403251981	0.074905852	0.925094148	2149198426	1348	0.97071178
2210	2779	1571	1720	5380	SGTB	Q96EQ0	Q96EQ0	Small glutamine-rich tetratricopeptide repeat-containing protein beta	SGTB	sp|Q96EQ0|SGTB_HUMAN Small glutamine-rich tetratricopeptide repeat-containing protein beta OS=Homo sapiens OX=9606 GN=SGTB PE=1 SV=1	0	2	2	1	3	3	4	4	3	3	1	0.258835111	-0.751892433	0.28423325	-0.060882242	-0.034921961	-0.087725747	-0.172065904	-0.109197646	-0.24315977	0.097881944	1.255290541	1.670466036	0.532105415	0.436573189	1.258907061	0.767942782	0.569878225	1.256474672	3.023638522	2.227585665	2.594295679	7.845519865	2.594295679	1.670466036	6.175053829	7.845519865	25	0.13	4.821881344																5380	SGTB	0.02	1	-0.871880589	-0.858967765	0.999667736	-0.871880589	-0.236944144	1.236944144	7509191481	2182	0.811447023
400	803	855	150	585	SH2D1A	O60880;O60880-4;O60880-3;O60880-6;O60880-2;O60880-5	O60880;O60880-4	SH2 domain-containing protein 1A	SH2D1A	sp|O60880|SH21A_HUMAN SH2 domain-containing protein 1A OS=Homo sapiens OX=9606 GN=SH2D1A PE=1 SV=1;sp|O60880-4|SH21A_HUMAN Isoform D of SH2 domain-containing protein 1A OS=Homo sapiens OX=9606 GN=SH2D1A	0	3	6	3	3	3	7	5	5	9	3	0.878573233	0.532225735	0.082469944	0.43839926	-0.083430461	-0.07724671	0.687987692	0.199659607	-0.58690438	0.521856177	0.028827626	1.468702731	0.032823913	0.485081689	1.269386098	0.092110813	0.261020971	0.912730062	2.019386534	1.787291699	1.265861846	5.072540079	1.787291699	1.468702731	3.603837349	5.072540079	44	0.36	3.053153545																585	SH2D1A	-0.085	1	0.820348726	0.998236712	0.784957079	0.784957079	0.719526898	0.280473102	102984750.8	381	0.815818692
