Obs ID (Primary)	Obs ID ($ClassID)	Obs ID (Lead gene name)	Obs ID (Protein names)	Obs ID (Gene names)	Obs ID (Fasta headers)	Obs ID (Obs. Sec. ID:5)	Obs ID (Annotation Organelles)	Obs ID (Min Ratio count)	Class	M1.t[1]	M1.t[2]
936		TTC4	Tetratricopeptide repeat protein 4	TTC4	sp|O95801|TTC4_HUMAN Tetratricopeptide repeat protein 4 OS=Homo sapiens OX=9606 GN=TTC4 PE=1 SV=3			5	---	-0.763524	-1.99101
2770		KLC1	Kinesin light chain 1	KLC1	sp|Q07866-7|KLC1_HUMAN Isoform P of Kinesin light chain 1 OS=Homo sapiens OX=9606 GN=KLC1;sp|Q07866-6|KLC1_HUMAN Isoform N of Kinesin light chain 1 OS=Homo sapiens OX=9606 GN=KLC1;sp|Q07866-4|KLC1_HUMAN Isoform J of Kinesin light chain 1 OS=Homo sapiens OX			8	---	-0.058117	0.0200565
6561		RIC8A	Synembryn-A	RIC8A	sp|Q9NPQ8-4|RIC8A_HUMAN Isoform 4 of Synembryn-A OS=Homo sapiens OX=9606 GN=RIC8A;sp|Q9NPQ8|RIC8A_HUMAN Synembryn-A OS=Homo sapiens OX=9606 GN=RIC8A PE=1 SV=3;sp|Q9NPQ8-3|RIC8A_HUMAN Isoform 3 of Synembryn-A OS=Homo sapiens OX=9606 GN=RIC8A;sp|Q9NPQ8-2|RIC			9	---	-0.0821052	-0.205391
3008		STIM1	Stromal interaction molecule 1	STIM1	sp|Q13586|STIM1_HUMAN Stromal interaction molecule 1 OS=Homo sapiens OX=9606 GN=STIM1 PE=1 SV=3;sp|Q13586-2|STIM1_HUMAN Isoform 2 of Stromal interaction molecule 1 OS=Homo sapiens OX=9606 GN=STIM1			2	---	-0.741689	-2.60006
1697		CDC27	Cell division cycle protein 27 homolog	CDC27	sp|P30260|CDC27_HUMAN Cell division cycle protein 27 homolog OS=Homo sapiens OX=9606 GN=CDC27 PE=1 SV=2;sp|P30260-2|CDC27_HUMAN Isoform 2 of Cell division cycle protein 27 homolog OS=Homo sapiens OX=9606 GN=CDC27			4	---	-0.643827	-0.495455
6027		AP1M1	AP-1 complex subunit mu-1	AP1M1	sp|Q9BXS5|AP1M1_HUMAN AP-1 complex subunit mu-1 OS=Homo sapiens OX=9606 GN=AP1M1 PE=1 SV=3;sp|Q9BXS5-2|AP1M1_HUMAN Isoform 2 of AP-1 complex subunit mu-1 OS=Homo sapiens OX=9606 GN=AP1M1			5	---	-0.0411409	-0.332324
938		BAG2	BAG family molecular chaperone regulator 2	BAG2	sp|O95816|BAG2_HUMAN BAG family molecular chaperone regulator 2 OS=Homo sapiens OX=9606 GN=BAG2 PE=1 SV=1;sp|O95816-2|BAG2_HUMAN Isoform 2 of BAG family molecular chaperone regulator 2 OS=Homo sapiens OX=9606 GN=BAG2			15	---	-0.698514	-1.05736
117		LGALS9	Galectin-9	LGALS9	sp|O00182-3|LEG9_HUMAN Isoform 3 of Galectin-9 OS=Homo sapiens OX=9606 GN=LGALS9;sp|O00182-2|LEG9_HUMAN Isoform 2 of Galectin-9 OS=Homo sapiens OX=9606 GN=LGALS9;sp|O00182-6|LEG9_HUMAN Isoform 6 of Galectin-9 OS=Homo sapiens OX=9606 GN=LGALS9;sp|O00182|LEG			11	---	0.131901	-0.301302
4011		DNMBP	Dynamin-binding protein	DNMBP	sp|Q6XZF7|DNMBP_HUMAN Dynamin-binding protein OS=Homo sapiens OX=9606 GN=DNMBP PE=1 SV=1			3	---	-0.0274319	-2.56048
1945		USP5	Ubiquitin carboxyl-terminal hydrolase 5	USP5	sp|P45974-2|UBP5_HUMAN Isoform Short of Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens OX=9606 GN=USP5;sp|P45974|UBP5_HUMAN Ubiquitin carboxyl-terminal hydrolase 5 OS=Homo sapiens OX=9606 GN=USP5 PE=1 SV=2			20	---	-0.426172	-0.342534
6392		GORASP2	Golgi reassembly-stacking protein 2	GORASP2	sp|Q9H8Y8|GORS2_HUMAN Golgi reassembly-stacking protein 2 OS=Homo sapiens OX=9606 GN=GORASP2 PE=1 SV=3;sp|Q9H8Y8-3|GORS2_HUMAN Isoform 3 of Golgi reassembly-stacking protein 2 OS=Homo sapiens OX=9606 GN=GORASP2;sp|Q9H8Y8-2|GORS2_HUMAN Isoform 2 of Golgi re			4	---	-0.320594	0.179131
6608		SH3GLB2	Endophilin-B2	SH3GLB2	sp|Q9NR46|SHLB2_HUMAN Endophilin-B2 OS=Homo sapiens OX=9606 GN=SH3GLB2 PE=1 SV=1;sp|Q9NR46-2|SHLB2_HUMAN Isoform 2 of Endophilin-B2 OS=Homo sapiens OX=9606 GN=SH3GLB2			12	---	-0.716053	-1.17102
6339		YTHDC2	Probable ATP-dependent RNA helicase YTHDC2	YTHDC2	sp|Q9H6S0|YTDC2_HUMAN 3-5 RNA helicase YTHDC2 OS=Homo sapiens OX=9606 GN=YTHDC2 PE=1 SV=2			5	---	-1.04146	-1.08221
2207		PPP5C	Serine/threonine-protein phosphatase 5	PPP5C	sp|P53041|PPP5_HUMAN Serine/threonine-protein phosphatase 5 OS=Homo sapiens OX=9606 GN=PPP5C PE=1 SV=1			12	---	-0.474503	-0.842817
2464		CNBP	Cellular nucleic acid-binding protein	CNBP	sp|P62633-2|CNBP_HUMAN Isoform 2 of Cellular nucleic acid-binding protein OS=Homo sapiens OX=9606 GN=CNBP;sp|P62633|CNBP_HUMAN Cellular nucleic acid-binding protein OS=Homo sapiens OX=9606 GN=CNBP PE=1 SV=1;sp|P62633-7|CNBP_HUMAN Isoform 7 of Cellular nucl			3	---	-0.24408	-0.0381184
3014		PWP1	Periodic tryptophan protein 1 homolog	PWP1	sp|Q13610|PWP1_HUMAN Periodic tryptophan protein 1 homolog OS=Homo sapiens OX=9606 GN=PWP1 PE=1 SV=1			2	---	-0.630067	-1.19575
7103		PFDN2	Prefoldin subunit 2	PFDN2	sp|Q9UHV9|PFD2_HUMAN Prefoldin subunit 2 OS=Homo sapiens OX=9606 GN=PFDN2 PE=1 SV=1			4	---	-0.65567	-1.50359
3151		CLINT1	Clathrin interactor 1	CLINT1	sp|Q14677-3|EPN4_HUMAN Isoform 3 of Clathrin interactor 1 OS=Homo sapiens OX=9606 GN=CLINT1;sp|Q14677-2|EPN4_HUMAN Isoform 2 of Clathrin interactor 1 OS=Homo sapiens OX=9606 GN=CLINT1			7	---	-0.364097	-1.07438
1611		TARS	Threonine--tRNA ligase, cytoplasmic	TARS	sp|P26639|SYTC_HUMAN Threonine--tRNA ligase 1, cytoplasmic OS=Homo sapiens OX=9606 GN=TARS1 PE=1 SV=3;sp|P26639-2|SYTC_HUMAN Isoform 2 of Threonine--tRNA ligase 1, cytoplasmic OS=Homo sapiens OX=9606 GN=TARS1			22	---	-0.261791	-0.27542
2907		FADD	FAS-associated death domain protein	FADD	sp|Q13158|FADD_HUMAN FAS-associated death domain protein OS=Homo sapiens OX=9606 GN=FADD PE=1 SV=1			2	---	-0.34621	-0.300183
1263		G6PD	Glucose-6-phosphate 1-dehydrogenase	G6PD	sp|P11413|G6PD_HUMAN Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens OX=9606 GN=G6PD PE=1 SV=4;sp|P11413-2|G6PD_HUMAN Isoform Long of Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens OX=9606 GN=G6PD;sp|P11413-3|G6PD_HUMAN Isoform 3 of Glucose-6-phos			23	---	-0.479357	-0.851258
2724		GLO1	Lactoylglutathione lyase	GLO1	sp|Q04760-2|LGUL_HUMAN Isoform 2 of Lactoylglutathione lyase OS=Homo sapiens OX=9606 GN=GLO1;sp|Q04760|LGUL_HUMAN Lactoylglutathione lyase OS=Homo sapiens OX=9606 GN=GLO1 PE=1 SV=4			8	---	-0.303532	-1.12028
1424		TCP1	T-complex protein 1 subunit alpha	TCP1	sp|P17987|TCPA_HUMAN T-complex protein 1 subunit alpha OS=Homo sapiens OX=9606 GN=TCP1 PE=1 SV=1			35	---	-0.535823	-0.143578
509		SPAG9	C-Jun-amino-terminal kinase-interacting protein 4	SPAG9	sp|O60271|JIP4_HUMAN C-Jun-amino-terminal kinase-interacting protein 4 OS=Homo sapiens OX=9606 GN=SPAG9 PE=1 SV=4;sp|O60271-3|JIP4_HUMAN Isoform 3 of C-Jun-amino-terminal kinase-interacting protein 4 OS=Homo sapiens OX=9606 GN=SPAG9			8	---	0.110904	-0.844171
3270		RABEP1	Rab GTPase-binding effector protein 1	RABEP1	sp|Q15276|RABE1_HUMAN Rab GTPase-binding effector protein 1 OS=Homo sapiens OX=9606 GN=RABEP1 PE=1 SV=2			3	---	-0.329108	-0.435227
1964		BRCC3	Lys-63-specific deubiquitinase BRCC36	BRCC3	sp|P46736-2|BRCC3_HUMAN Isoform 1 of Lys-63-specific deubiquitinase BRCC36 OS=Homo sapiens OX=9606 GN=BRCC3;sp|P46736-3|BRCC3_HUMAN Isoform 3 of Lys-63-specific deubiquitinase BRCC36 OS=Homo sapiens OX=9606 GN=BRCC3			2	---	-0.498609	-0.418486
4066		VPS13C	Vacuolar protein sorting-associated protein 13C	VPS13C	sp|Q709C8-3|VP13C_HUMAN Isoform 3 of Vacuolar protein sorting-associated protein 13C OS=Homo sapiens OX=9606 GN=VPS13C;sp|Q709C8|VP13C_HUMAN Vacuolar protein sorting-associated protein 13C OS=Homo sapiens OX=9606 GN=VPS13C PE=1 SV=1;sp|Q709C8-4|VP13C_HUMAN			47	---	-0.405851	-0.626074
4638		ARFGAP1	ADP-ribosylation factor GTPase-activating protein 1	ARFGAP1	sp|Q8N6T3|ARFG1_HUMAN ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARFGAP1 PE=1 SV=2;sp|Q8N6T3-2|ARFG1_HUMAN Isoform 2 of ADP-ribosylation factor GTPase-activating protein 1 OS=Homo sapiens OX=9606 GN=ARFGAP1;sp|Q8N6T3-5|A			1	---	0.48846	-1.00386
3678		C9orf64	UPF0553 protein C9orf64	C9orf64	sp|Q5T6V5|QSPP_HUMAN Queuosine salvage protein OS=Homo sapiens OX=9606 GN=C9orf64 PE=1 SV=1			2	---	-0.42988	-1.21154
6113		UBE2O	E2/E3 hybrid ubiquitin-protein ligase UBE2O	UBE2O	sp|Q9C0C9|UBE2O_HUMAN (E3-independent) E2 ubiquitin-conjugating enzyme OS=Homo sapiens OX=9606 GN=UBE2O PE=1 SV=3			16	---	-0.459178	-0.70848
2551		CCT2	T-complex protein 1 subunit beta	CCT2	sp|P78371|TCPB_HUMAN T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2 PE=1 SV=4;sp|P78371-2|TCPB_HUMAN Isoform 2 of T-complex protein 1 subunit beta OS=Homo sapiens OX=9606 GN=CCT2			48	---	-0.530213	-0.195856
1244		HSPA8	Heat shock cognate 71 kDa protein	HSPA8	sp|P11142|HSP7C_HUMAN Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8 PE=1 SV=1;sp|P11142-2|HSP7C_HUMAN Isoform 2 of Heat shock cognate 71 kDa protein OS=Homo sapiens OX=9606 GN=HSPA8			57	---	-0.311043	-0.16565
6434		PPCS	Phosphopantothenate--cysteine ligase	PPCS	sp|Q9HAB8|PPCS_HUMAN Phosphopantothenate--cysteine ligase OS=Homo sapiens OX=9606 GN=PPCS PE=1 SV=2;sp|Q9HAB8-2|PPCS_HUMAN Isoform 2 of Phosphopantothenate--cysteine ligase OS=Homo sapiens OX=9606 GN=PPCS			5	---	-0.69685	-1.30049
2692		FKBP4	Peptidyl-prolyl cis-trans isomerase FKBP4;Peptidyl-prolyl cis-trans isomerase FKBP4, N-terminally processed	FKBP4	sp|Q02790|FKBP4_HUMAN Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens OX=9606 GN=FKBP4 PE=1 SV=3			29	---	-0.551461	-0.858111
2084		GMPS	GMP synthase [glutamine-hydrolyzing]	GMPS	sp|P49915|GUAA_HUMAN GMP synthase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=GMPS PE=1 SV=1;sp|P49915-2|GUAA_HUMAN Isoform 2 of GMP synthase [glutamine-hydrolyzing] OS=Homo sapiens OX=9606 GN=GMPS			16	---	-0.561971	-0.455812
7084		CHORDC1	Cysteine and histidine-rich domain-containing protein 1	CHORDC1	sp|Q9UHD1|CHRD1_HUMAN Cysteine and histidine-rich domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CHORDC1 PE=1 SV=2;sp|Q9UHD1-2|CHRD1_HUMAN Isoform 2 of Cysteine and histidine-rich domain-containing protein 1 OS=Homo sapiens OX=9606 GN=CHORDC1			10	---	-0.432208	-0.875205
1400		HSPA6	Heat shock 70 kDa protein 6;Putative heat shock 70 kDa protein 7	HSPA6;HSPA7	sp|P17066|HSP76_HUMAN Heat shock 70 kDa protein 6 OS=Homo sapiens OX=9606 GN=HSPA6 PE=1 SV=2;sp|P48741|HSP77_HUMAN Putative heat shock 70 kDa protein 7 OS=Homo sapiens OX=9606 GN=HSPA7 PE=5 SV=2			4	---	-0.519893	-0.348089
5728		DNAJC7	DnaJ homolog subfamily C member 7	DNAJC7	sp|Q99615|DNJC7_HUMAN DnaJ homolog subfamily C member 7 OS=Homo sapiens OX=9606 GN=DNAJC7 PE=1 SV=2;sp|Q99615-2|DNJC7_HUMAN Isoform 2 of DnaJ homolog subfamily C member 7 OS=Homo sapiens OX=9606 GN=DNAJC7			8	---	-0.51095	-0.742505
462		AP1G1	AP-1 complex subunit gamma-1	AP1G1	sp|O43747|AP1G1_HUMAN AP-1 complex subunit gamma-1 OS=Homo sapiens OX=9606 GN=AP1G1 PE=1 SV=5;sp|O43747-2|AP1G1_HUMAN Isoform 2 of AP-1 complex subunit gamma-1 OS=Homo sapiens OX=9606 GN=AP1G1			9	---	0.17615	-0.320716
7157		CDC23	Cell division cycle protein 23 homolog	CDC23	sp|Q9UJX2|CDC23_HUMAN Cell division cycle protein 23 homolog OS=Homo sapiens OX=9606 GN=CDC23 PE=1 SV=3;sp|Q9UJX2-3|CDC23_HUMAN Isoform 3 of Cell division cycle protein 23 homolog OS=Homo sapiens OX=9606 GN=CDC23			4	---	-0.617486	-0.576977
7187		APPL1	DCC-interacting protein 13-alpha	APPL1	sp|Q9UKG1|DP13A_HUMAN DCC-interacting protein 13-alpha OS=Homo sapiens OX=9606 GN=APPL1 PE=1 SV=1			11	---	-0.618257	-0.0646129
5235		MAGOHB	Protein mago nashi homolog 2	MAGOHB	sp|Q96A72|MGN2_HUMAN Protein mago nashi homolog 2 OS=Homo sapiens OX=9606 GN=MAGOHB PE=1 SV=1			6	---	-0.651087	-0.583571
4491		PM20D2	Peptidase M20 domain-containing protein 2	PM20D2	sp|Q8IYS1|P20D2_HUMAN Peptidase M20 domain-containing protein 2 OS=Homo sapiens OX=9606 GN=PM20D2 PE=1 SV=2			4	---	-0.695695	-1.72229
2051		PPM1F	Protein phosphatase 1F	PPM1F	sp|P49593|PPM1F_HUMAN Protein phosphatase 1F OS=Homo sapiens OX=9606 GN=PPM1F PE=1 SV=3;sp|P49593-2|PPM1F_HUMAN Isoform 2 of Protein phosphatase 1F OS=Homo sapiens OX=9606 GN=PPM1F			2	---	-0.502048	-1.17879
7529		USP15	Ubiquitin carboxyl-terminal hydrolase 15	USP15	sp|Q9Y4E8|UBP15_HUMAN Ubiquitin carboxyl-terminal hydrolase 15 OS=Homo sapiens OX=9606 GN=USP15 PE=1 SV=3;sp|Q9Y4E8-2|UBP15_HUMAN Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 15 OS=Homo sapiens OX=9606 GN=USP15;sp|Q9Y4E8-3|UBP15_HUMAN Isoform 3 of Ub			2	---	-0.55034	-0.79756
623		CLUH	Clustered mitochondria protein homolog	CLUH	sp|O75153|CLU_HUMAN Clustered mitochondria protein homolog OS=Homo sapiens OX=9606 GN=CLUH PE=1 SV=2			4	---	-0.555723	-0.479394
380		PSMD3	26S proteasome non-ATPase regulatory subunit 3	PSMD3	sp|O43242|PSMD3_HUMAN 26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens OX=9606 GN=PSMD3 PE=1 SV=2;sp|O43242-2|PSMD3_HUMAN Isoform 2 of 26S proteasome non-ATPase regulatory subunit 3 OS=Homo sapiens OX=9606 GN=PSMD3			22	---	-0.533271	-0.116819
694		HSBP1	Heat shock factor-binding protein 1	HSBP1	sp|O75506|HSBP1_HUMAN Heat shock factor-binding protein 1 OS=Homo sapiens OX=9606 GN=HSBP1 PE=1 SV=1			2	---	-0.150976	-1.18834
4244		DPP9	Dipeptidyl peptidase 9	DPP9	sp|Q86TI2|DPP9_HUMAN Dipeptidyl peptidase 9 OS=Homo sapiens OX=9606 GN=DPP9 PE=1 SV=3;sp|Q86TI2-4|DPP9_HUMAN Isoform 3 of Dipeptidyl peptidase 9 OS=Homo sapiens OX=9606 GN=DPP9;sp|Q86TI2-2|DPP9_HUMAN Isoform 2 of Dipeptidyl peptidase 9 OS=Homo sapiens OX=9			5	---	-0.760706	-0.557998
641		ZPR1	Zinc finger protein ZPR1	ZPR1	sp|O75312|ZPR1_HUMAN Zinc finger protein ZPR1 OS=Homo sapiens OX=9606 GN=ZPR1 PE=1 SV=1			7	---	-0.531	-0.452113
3833		TYW3	tRNA wybutosine-synthesizing protein 3 homolog	TYW3	sp|Q6IPR3|TYW3_HUMAN tRNA wybutosine-synthesizing protein 3 homolog OS=Homo sapiens OX=9606 GN=TYW3 PE=2 SV=2;sp|Q6IPR3-2|TYW3_HUMAN Isoform 2 of tRNA wybutosine-synthesizing protein 3 homolog OS=Homo sapiens OX=9606 GN=TYW3			1	---	-0.142766	-1.73242
6710		GIMAP4	GTPase IMAP family member 4	GIMAP4	sp|Q9NUV9|GIMA4_HUMAN GTPase IMAP family member 4 OS=Homo sapiens OX=9606 GN=GIMAP4 PE=1 SV=1			5	---	-0.47698	-0.719882
4281		AACS	Acetoacetyl-CoA synthetase	AACS	sp|Q86V21|AACS_HUMAN Acetoacetyl-CoA synthetase OS=Homo sapiens OX=9606 GN=AACS PE=1 SV=1;sp|Q86V21-2|AACS_HUMAN Isoform 2 of Acetoacetyl-CoA synthetase OS=Homo sapiens OX=9606 GN=AACS			2	---	-0.509188	-2.9447
25		DENND3	DENN domain-containing protein 3	DENND3	sp|A2RUS2|DEND3_HUMAN DENN domain-containing protein 3 OS=Homo sapiens OX=9606 GN=DENND3 PE=1 SV=2;sp|A2RUS2-2|DEND3_HUMAN Isoform 2 of DENN domain-containing protein 3 OS=Homo sapiens OX=9606 GN=DENND3			1	---	0.258382	-1.53605
6941		CAMSAP3	Calmodulin-regulated spectrin-associated protein 3	CAMSAP3	sp|Q9P1Y5|CAMP3_HUMAN Calmodulin-regulated spectrin-associated protein 3 OS=Homo sapiens OX=9606 GN=CAMSAP3 PE=1 SV=2;sp|Q9P1Y5-2|CAMP3_HUMAN Isoform 2 of Calmodulin-regulated spectrin-associated protein 3 OS=Homo sapiens OX=9606 GN=CAMSAP3			1	---	-5.75213	2.31178
7535		MYO5A	Unconventional myosin-Va	MYO5A	sp|Q9Y4I1-2|MYO5A_HUMAN Isoform 2 of Unconventional myosin-Va OS=Homo sapiens OX=9606 GN=MYO5A;sp|Q9Y4I1|MYO5A_HUMAN Unconventional myosin-Va OS=Homo sapiens OX=9606 GN=MYO5A PE=1 SV=2;sp|Q9Y4I1-3|MYO5A_HUMAN Isoform 3 of Unconventional myosin-Va OS=Homo s			1	---	1.58414	6.10371
7634		TACC3	Transforming acidic coiled-coil-containing protein 3	TACC3	sp|Q9Y6A5|TACC3_HUMAN Transforming acidic coiled-coil-containing protein 3 OS=Homo sapiens OX=9606 GN=TACC3 PE=1 SV=1			1	---	-2.75114	0.236515
6834		CDKN2AIP	CDKN2A-interacting protein	CDKN2AIP	sp|Q9NXV6|CARF_HUMAN CDKN2A-interacting protein OS=Homo sapiens OX=9606 GN=CDKN2AIP PE=1 SV=3			2	---	-1.24488	-1.34442
984		MT-CO2	Cytochrome c oxidase subunit 2	MT-CO2	sp|P00403|COX2_HUMAN Cytochrome c oxidase subunit 2 OS=Homo sapiens OX=9606 GN=MT-CO2 PE=1 SV=1			1	---	-6.76912	0.481304
3418		CLPP	ATP-dependent Clp protease proteolytic subunit, mitochondrial	CLPP	sp|Q16740|CLPP_HUMAN ATP-dependent Clp protease proteolytic subunit, mitochondrial OS=Homo sapiens OX=9606 GN=CLPP PE=1 SV=1			1	---	-6.87656	0.316177
378		NDUFS4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	NDUFS4	sp|O43181|NDUS4_HUMAN NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial OS=Homo sapiens OX=9606 GN=NDUFS4 PE=1 SV=1			1	---	6.00294	5.21938
6952		SLAIN2	SLAIN motif-containing protein 2	SLAIN2	sp|Q9P270|SLAI2_HUMAN SLAIN motif-containing protein 2 OS=Homo sapiens OX=9606 GN=SLAIN2 PE=1 SV=2			1	---	3.20791	0.924599
7552		SAMM50	Sorting and assembly machinery component 50 homolog	SAMM50	sp|Q9Y512|SAM50_HUMAN Sorting and assembly machinery component 50 homolog OS=Homo sapiens OX=9606 GN=SAMM50 PE=1 SV=3			1	---	-6.74959	-0.138948
2702		GNA12	Guanine nucleotide-binding protein subunit alpha-12	GNA12	sp|Q03113|GNA12_HUMAN Guanine nucleotide-binding protein subunit alpha-12 OS=Homo sapiens OX=9606 GN=GNA12 PE=1 SV=4;sp|Q03113-2|GNA12_HUMAN Isoform 2 of Guanine nucleotide-binding protein subunit alpha-12 OS=Homo sapiens OX=9606 GN=GNA12;sp|Q03113-3|GNA12			3	---	0.590755	0.549455
68		FAM171A2	Protein FAM171A2	FAM171A2	sp|A8MVW0|F1712_HUMAN Protein FAM171A2 OS=Homo sapiens OX=9606 GN=FAM171A2 PE=1 SV=1			2	---	5.30688	1.29214
610		N4BP1	NEDD4-binding protein 1	N4BP1	sp|O75113|N4BP1_HUMAN NEDD4-binding protein 1 OS=Homo sapiens OX=9606 GN=N4BP1 PE=1 SV=4			2	---	-0.656715	3.48977
3386		CSRP2	Cysteine and glycine-rich protein 2	CSRP2	sp|Q16527|CSRP2_HUMAN Cysteine and glycine-rich protein 2 OS=Homo sapiens OX=9606 GN=CSRP2 PE=1 SV=3			1	---	-2.46022	-4.4692
4976		CHAC2	Putative glutathione-specific gamma-glutamylcyclotransferase 2	CHAC2	sp|Q8WUX2|CHAC2_HUMAN Glutathione-specific gamma-glutamylcyclotransferase 2 OS=Homo sapiens OX=9606 GN=CHAC2 PE=1 SV=1			1	---	2.75427	1.3396
3913		ARHGAP11A	Rho GTPase-activating protein 11A	ARHGAP11A	sp|Q6P4F7|RHGBA_HUMAN Rho GTPase-activating protein 11A OS=Homo sapiens OX=9606 GN=ARHGAP11A PE=1 SV=2;sp|Q6P4F7-3|RHGBA_HUMAN Isoform 3 of Rho GTPase-activating protein 11A OS=Homo sapiens OX=9606 GN=ARHGAP11A			2	---	-3.9961	-1.62219
3664		TMEM63B	CSC1-like protein 2	TMEM63B	sp|Q5T3F8|CSCL2_HUMAN CSC1-like protein 2 OS=Homo sapiens OX=9606 GN=TMEM63B PE=1 SV=1;sp|Q5T3F8-3|CSCL2_HUMAN Isoform 3 of CSC1-like protein 2 OS=Homo sapiens OX=9606 GN=TMEM63B			1	---	3.7622	4.49975
837		UBL3	Ubiquitin-like protein 3	UBL3	sp|O95164|UBL3_HUMAN Ubiquitin-like protein 3 OS=Homo sapiens OX=9606 GN=UBL3 PE=1 SV=1			1	---	3.56642	3.68294
1387		TSHR	Thyrotropin receptor	TSHR	sp|P16473|TSHR_HUMAN Thyrotropin receptor OS=Homo sapiens OX=9606 GN=TSHR PE=1 SV=2;sp|P16473-2|TSHR_HUMAN Isoform Short of Thyrotropin receptor OS=Homo sapiens OX=9606 GN=TSHR;sp|P16473-3|TSHR_HUMAN Isoform 3 of Thyrotropin receptor OS=Homo sapiens OX=960			1	---	5.14169	-2.32117
4349		DTX1	E3 ubiquitin-protein ligase DTX1	DTX1	sp|Q86Y01|DTX1_HUMAN E3 ubiquitin-protein ligase DTX1 OS=Homo sapiens OX=9606 GN=DTX1 PE=1 SV=1			1	---	2.61786	1.40379
1977		GYG1	Glycogenin-1	GYG1	sp|P46976|GLYG_HUMAN Glycogenin-1 OS=Homo sapiens OX=9606 GN=GYG1 PE=1 SV=4;sp|P46976-2|GLYG_HUMAN Isoform GN-1 of Glycogenin-1 OS=Homo sapiens OX=9606 GN=GYG1;sp|P46976-3|GLYG_HUMAN Isoform GN-1S of Glycogenin-1 OS=Homo sapiens OX=9606 GN=GYG1			1	---	-3.9046	-0.368154
7427		WBP11	WW domain-binding protein 11	WBP11	sp|Q9Y2W2|WBP11_HUMAN WW domain-binding protein 11 OS=Homo sapiens OX=9606 GN=WBP11 PE=1 SV=1			1	---	-0.237018	3.38617
3426		CA9	Carbonic anhydrase 9	CA9	sp|Q16790|CAH9_HUMAN Carbonic anhydrase 9 OS=Homo sapiens OX=9606 GN=CA9 PE=1 SV=2			1	---	4.38459	-0.229999
3214		TNIP1	TNFAIP3-interacting protein 1	TNIP1	sp|Q15025-2|TNIP1_HUMAN Isoform 2 of TNFAIP3-interacting protein 1 OS=Homo sapiens OX=9606 GN=TNIP1;sp|Q15025|TNIP1_HUMAN TNFAIP3-interacting protein 1 OS=Homo sapiens OX=9606 GN=TNIP1 PE=1 SV=2;sp|Q15025-7|TNIP1_HUMAN Isoform 7 of TNFAIP3-interacting prot			3	---	5.92573	3.1792
6692		STAU2	Double-stranded RNA-binding protein Staufen homolog 2	STAU2	sp|Q9NUL3-8|STAU2_HUMAN Isoform 8 of Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens OX=9606 GN=STAU2;sp|Q9NUL3-3|STAU2_HUMAN Isoform 3 of Double-stranded RNA-binding protein Staufen homolog 2 OS=Homo sapiens OX=9606 GN=STAU2;sp|Q9NUL			1	---	-0.221149	5.78573
4143		MICAL3	Protein-methionine sulfoxide oxidase MICAL3	MICAL3	sp|Q7RTP6|MICA3_HUMAN [F-actin]-monooxygenase MICAL3 OS=Homo sapiens OX=9606 GN=MICAL3 PE=1 SV=2;sp|Q7RTP6-2|MICA3_HUMAN Isoform 2 of [F-actin]-monooxygenase MICAL3 OS=Homo sapiens OX=9606 GN=MICAL3;sp|Q7RTP6-4|MICA3_HUMAN Isoform 4 of [F-actin]-monooxygen			10	---	-4.81704	0.897831
4782		USP32	Ubiquitin carboxyl-terminal hydrolase 32	USP32	sp|Q8NFA0|UBP32_HUMAN Ubiquitin carboxyl-terminal hydrolase 32 OS=Homo sapiens OX=9606 GN=USP32 PE=1 SV=1			1	---	-2.19286	-1.97253
4206		CCDC91	Coiled-coil domain-containing protein 91	CCDC91	sp|Q7Z6B0|CCD91_HUMAN Coiled-coil domain-containing protein 91 OS=Homo sapiens OX=9606 GN=CCDC91 PE=1 SV=2;sp|Q7Z6B0-2|CCD91_HUMAN Isoform 2 of Coiled-coil domain-containing protein 91 OS=Homo sapiens OX=9606 GN=CCDC91;sp|Q7Z6B0-3|CCD91_HUMAN Isoform 3 of			1	---	1.1674	0.405211
224		ABLIM1	Actin-binding LIM protein 1	ABLIM1	sp|O14639-2|ABLM1_HUMAN Isoform 2 of Actin-binding LIM protein 1 OS=Homo sapiens OX=9606 GN=ABLIM1;sp|O14639-6|ABLM1_HUMAN Isoform 6 of Actin-binding LIM protein 1 OS=Homo sapiens OX=9606 GN=ABLIM1;sp|O14639|ABLM1_HUMAN Actin-binding LIM protein 1 OS=Homo			4	---	1.04965	-3.839
